idx,x,y,z
0,-111.123413,-187.789932,556.306152
1,-111.634201,-189.826706,556.280518
2,-111.615692,-191.998489,556.434875
3,-110.514847,-194.03035,555.777771
4,-109.105423,-194.785477,555.455261
5,-108.336258,-194.176086,556.253052
6,-108.118607,-192.337814,558.750732
7,-109.175156,-189.526306,561.554016
8,-110.110367,-186.380264,566.050415
9,-110.259827,-183.579544,571.416931
10,-110.316437,-181.389755,576.169678
11,-110.877747,-180.564148,579.936523
12,-109.7995,-181.588837,582.565308
13,-108.840256,-183.697495,581.645264
14,-109.587997,-185.814026,577.801758
15,-109.9133,-188.365585,573.537048
16,-109.467361,-190.132599,571.104431
17,-107.55249,-190.614914,568.250854
18,-105.687393,-189.523407,566.048706
19,-105.256836,-189.037186,563.909485
20,-105.8936,-188.672989,563.633423
21,-107.544891,-187.410431,564.50177
22,-109.178238,-187.410355,566.280945
23,-110.751434,-187.516953,566.798462
24,-110.692566,-188.185623,566.821167
25,-110.458755,-189.392151,567.088257
26,-110.400421,-189.759689,566.623779
27,-109.940811,-190.236313,565.814087
28,-108.904388,-189.996628,566.323608
29,-107.614548,-188.729767,566.192017
30,-106.452393,-187.257996,565.718567
31,-104.963425,-185.818787,565.973877
32,-103.007233,-184.360321,566.799683
33,-102.106491,-184.13736,565.492432
34,-101.97049,-184.903,563.587402
35,-102.41925,-185.02182,562.080627
36,-104.071198,-185.6754,561.24176
37,-104.924561,-186.157944,559.914246
38,-105.097214,-187.247711,560.41394
39,-106.279739,-189.013321,561.562622
40,-107.117325,-190.702408,561.274536
41,-107.494186,-192.928345,561.865234
42,-107.104919,-195.173309,563.523499
43,-105.847504,-196.21463,563.435425
44,-104.674728,-196.701981,563.026245
45,-102.749619,-196.852722,562.802307
46,-100.944946,-196.523666,563.28418
47,-100.221588,-194.711044,563.405884
48,-99.279541,-193.357117,563.785583
49,-99.572372,-191.376877,564.505737
50,-99.467819,-189.902161,566.221863
51,-101.086258,-188.036575,567.001587
52,-102.652832,-187.133011,566.695435
53,-103.785858,-186.177277,567.565674
54,-104.849747,-185.003433,569.311401
55,-105.572495,-183.725784,569.460083
56,-106.068069,-183.769196,571.062134
57,-106.544815,-183.237061,572.66217
58,-108.018661,-183.974106,574.095642
59,-108.940353,-185.724609,573.174255
60,-110.418289,-188.178925,572.250549
61,-110.770615,-191.228607,571.491211
62,-110.86795,-194.205658,569.125
63,-110.204987,-196.684158,566.974365
64,-108.697083,-198.058472,565.532715
65,-107.753662,-198.435242,564.938477
66,-107.587692,-197.953079,563.956543
67,-107.253296,-197.605301,563.038452
68,-108.593033,-197.664169,564.334778
69,-109.92038,-198.064789,564.65564
70,-111.024628,-199.083801,567.0755
71,-111.19397,-200.442062,568.754517
72,-110.657867,-201.722931,570.683655
73,-110.517822,-202.68042,571.661926
74,-109.986359,-203.898773,571.904541
75,-109.530884,-205.374069,570.419556
76,-108.41156,-206.05513,570.102966
77,-107.263474,-206.374786,568.67981
78,-105.875305,-207.380737,566.744019
79,-103.608475,-207.72348,566.60199
80,-101.720062,-205.958755,564.462402
81,-100.413193,-204.501724,564.21637
82,-99.501846,-203.19545,565.016968
83,-99.52298,-200.567963,566.498901
84,-101.507767,-198.504166,566.779053
85,-104.241837,-196.921097,566.250122
86,-107.670914,-197.192902,566.552673
87,-110.794083,-197.156677,566.063904
88,-112.884766,-199.259491,565.895752
89,-113.459961,-202.292938,567.13208
90,-111.303894,-204.986557,568.447876
91,-108.704224,-207.733429,568.927612
92,-106.311844,-208.644516,567.549561
93,-104.093338,-207.585541,566.094666
94,-102.606232,-205.716537,565.743164
95,-102.316666,-203.220413,564.903625
96,-103.346481,-201.524536,564.810242
97,-104.470001,-201.317307,563.626099
98,-105.965332,-201.989227,563.251221
99,-107.486359,-202.779572,563.550659
100,-107.843781,-204.334839,564.824585
101,-107.623825,-203.538681,563.563599
102,-107.097015,-203.946152,564.503723
103,-107.660324,-204.946869,564.683105
104,-108.674164,-206.359772,564.654358
105,-109.460663,-207.731094,563.594727
106,-109.115662,-208.744339,562.649231
107,-108.373734,-209.911652,561.362366
108,-107.271912,-210.672958,558.666199
109,-106.288483,-210.506622,556.674744
110,-106.192871,-209.554672,555.283813
111,-105.332993,-208.028946,556.341125
112,-105.924118,-206.668045,559.955017
113,-105.704422,-205.100357,560.405029
114,-106.202271,-203.981491,562.577759
115,-105.677383,-203.165359,565.22937
116,-104.480515,-202.225555,567.438354
117,-103.940918,-201.977615,569.503662
118,-102.661758,-201.993057,569.444214
119,-101.856155,-202.796387,571.546143
120,-101.670364,-203.124054,569.98645
121,-102.460663,-203.552963,569.62146
122,-102.80368,-203.771133,569.896179
123,-102.735474,-203.911896,569.951355
124,-103.321945,-204.373947,569.713074
125,-104.14473,-205.16655,568.907593
126,-104.330414,-205.786407,569.236328
127,-104.285751,-206.691849,569.437927
128,-103.241699,-207.4543,570.352539
129,-102.36409,-207.560272,570.515625
130,-101.292053,-208.185471,570.703064
131,-100.230377,-209.477478,570.967041
132,-98.741745,-210.227615,571.469604
133,-97.367386,-209.82753,570.638062
134,-96.877548,-209.405182,569.423462
135,-98.206146,-208.929977,567.880188
136,-100.09996,-208.867828,566.932007
137,-102.281204,-208.621384,566.253906
138,-104.069366,-209.086639,566.514282
139,-105.365707,-209.281113,566.677063
140,-105.89325,-209.953506,567.519775
141,-105.923264,-210.110764,568.195251
142,-105.38884,-209.736221,568.293945
143,-105.274384,-209.907028,569.986877
144,-104.988068,-209.881287,572.211853
145,-105.107941,-209.685745,573.745605
146,-104.574783,-211.551544,576.110352
147,-104.646622,-212.376221,577.46521
148,-104.151443,-214.424911,577.879395
149,-103.6241,-216.056702,577.684021
150,-103.270432,-216.410004,574.611389
151,-103.479553,-215.230026,571.267883
152,-104.367126,-215.031433,568.937805
153,-105.588898,-214.735397,569.287476
154,-106.178894,-212.635315,566.882324
155,-106.755005,-211.613068,566.971069
156,-106.46962,-209.863297,567.319153
157,-106.642395,-209.268173,569.732361
158,-107.242935,-209.317017,572.118164
159,-106.323471,-210.215744,573.972168
160,-105.309906,-211.466553,575.887573
161,-103.274704,-212.38089,577.800415
162,-101.333862,-213.506332,579.78125
163,-99.770142,-213.875549,582.507446
164,-98.905853,-213.691223,581.997742
