idx,x,y,z
0,-1.79572,1.74742,9.89153
1,-2.11176,1.43857,9.41747
2,-2.05669,1.80009,10.10222
3,-1.87712,1.64926,9.53719
4,-2.20033,1.74742,10.20277
5,-2.06387,1.73544,9.54198
6,-2.09261,1.85756,9.63774
7,-1.95374,2.03473,9.78618
8,-2.0471,2.01796,9.6162
9,-2.03514,2.10416,9.85321
10,-2.14049,1.95572,9.90588
11,-2.00401,1.82164,9.75266
12,-2.04471,1.9174,10.06151
13,-1.92021,1.82643,9.59225
14,-1.99443,1.92938,9.72871
15,-1.84599,1.95093,9.57309
16,-1.96571,2.16162,9.40311
17,-1.82445,2.19035,9.4438
18,-1.89867,2.2095,9.33368
19,-2.0495,2.29568,9.85321
20,-2.03275,2.17598,9.83885
21,-1.93938,2.12091,9.95139
22,-1.94655,2.0874,9.68562
23,-1.92979,2.0036,9.34085
24,-1.94655,1.94614,9.68802
25,-1.99443,2.00121,9.56831
26,-2.08781,2.02036,9.70238
27,-1.98247,2.0419,9.66168
28,-2.13091,2.00121,9.63055
29,-1.98965,2.09218,9.62816
30,-2.02795,2.12331,9.60182
31,-1.94894,2.02754,9.71675
32,-2.0471,2.09697,9.91307
33,-1.96571,2.02754,9.69521
34,-2.05429,1.97726,9.77899
35,-2.10217,1.98206,9.90828
36,-1.96809,1.95811,9.83646
37,-1.92021,1.95572,9.72154
38,-2.00401,1.82643,9.6545
39,-1.97049,1.87431,9.37437
40,-1.95613,1.95093,9.47733
41,-1.88431,1.9174,9.88673
42,-1.99203,1.95811,9.72392
43,-2.10217,2.06107,9.79816
44,-1.99922,1.95811,9.74788
45,-1.87952,1.93895,9.48691
46,-1.87712,1.93895,9.77422
47,-1.75023,1.70433,9.62337
48,-1.42223,2.03951,9.29776
49,-2.06627,1.73305,10.11418
50,-2.06148,1.85037,9.69281
51,-1.83643,1.98445,9.8221
52,-1.98486,1.96051,9.49887
53,-1.85558,1.99162,9.73351
54,-1.94894,1.93178,9.98969
55,-1.93459,1.9174,9.71915
56,-1.95613,1.87431,9.85321
57,-1.88431,1.86713,9.69281
58,-1.81248,1.81206,9.68323
59,-1.92261,1.86713,9.80533
60,-1.8867,1.81445,9.71196
61,-1.91782,1.80728,9.69521
62,-1.91782,1.93178,9.75266
63,-1.96809,1.94135,9.69521
64,-1.89627,1.93895,9.75266
65,-1.91782,1.91261,9.93701
66,-1.97289,1.82404,9.79337
67,-1.81726,1.83839,9.58267
68,-1.92021,1.84558,9.67604
69,-1.70953,1.85516,9.7359
70,-1.86754,1.89346,9.81491
71,-1.70714,1.85277,9.57788
72,-1.93698,1.74263,9.63774
73,-1.91542,1.80966,9.95856
74,-2.0495,1.90544,9.75745
75,-1.80769,1.93417,9.89392
76,-1.91304,1.96289,9.71915
77,-1.9274,1.89825,9.70956
78,-2.0136,1.85756,9.87477
79,-1.93219,1.8839,9.8221
80,-1.95134,1.78572,9.64014
81,-1.98726,1.87431,9.70238
82,-1.95374,1.82883,9.63535
83,-1.85078,1.97487,9.56592
84,-1.99683,1.97726,9.69998
85,-1.93698,2.04669,9.6497
86,-1.97289,2.07303,9.79816
87,-1.83403,1.95093,9.85561
88,-1.86514,2.01079,9.68323
89,-1.925,1.92699,9.81491
90,-1.83881,1.95572,9.58746
91,-1.82924,1.95332,9.78618
92,-1.83643,1.84319,9.83406
93,-1.86754,1.84798,9.83885
94,-1.87233,1.81206,9.89392
95,-1.94655,1.70193,9.68562
96,-1.85078,1.73305,9.64493
97,-1.91542,1.61334,9.77182
98,-1.96809,1.65166,9.81012
99,-1.8867,1.76178,9.60422
100,-1.85318,1.7953,9.8604
101,-1.95134,1.76657,9.82927
102,-1.86037,1.84798,9.88434
103,-1.97049,1.74263,9.74309
104,-1.83643,1.74023,9.79097
105,-1.90106,1.77615,9.7383
106,-1.8436,1.757,9.71436
107,-1.85078,1.72108,9.76463
108,-1.82205,1.7115,9.68802
109,-1.74544,1.77615,9.59943
110,-1.89148,1.77136,9.60661
111,-1.79811,1.83839,9.6976
112,-1.91542,1.90065,9.67844
113,-1.8053,1.99402,9.6497
114,-1.81726,1.99641,9.57549
115,-1.95853,1.94374,10.28896
116,-1.89867,1.92938,10.32487
117,-1.85558,1.85756,9.97533
118,-1.69516,1.76178,9.40311
