idx,x,y,z
0,-0.28497,4.81439,8.59865
1,-0.3568,4.78566,8.88116
2,-0.2778,4.91016,8.62978
3,-0.39511,4.77609,8.76146
4,-0.38792,4.78806,8.52922
5,-0.42145,4.78806,8.61063
6,-0.39272,4.85509,8.61302
7,-0.48848,4.80003,8.63217
8,-0.45735,4.812,8.78061
9,-0.38553,4.81918,8.65132
10,-0.42624,4.8096,8.61063
11,-0.49806,4.79045,8.62021
12,-0.50046,4.76172,8.49809
13,-0.50764,4.81439,8.3688
14,-0.56509,4.85748,8.6226
15,-0.3999,4.81918,8.67049
16,-0.53397,4.69708,8.91708
17,-0.38553,4.82637,8.55556
18,-0.46454,4.71144,8.61302
19,-0.44778,4.76172,8.51247
20,-0.45975,4.7713,8.53401
21,-0.50285,4.76891,8.40233
22,-0.57707,4.75453,8.81653
23,-0.44299,4.70905,8.96017
24,-0.48608,4.69948,8.79498
25,-0.40947,4.65398,8.82132
26,-0.43341,4.65398,8.71597
27,-0.55553,4.5654,8.68484
28,-0.41187,4.66356,8.62738
29,-0.51961,4.66595,8.59627
30,-0.37836,4.66595,8.56274
31,-0.39272,4.59653,8.80217
32,-0.46214,4.43851,9.07031
33,-0.38792,4.61568,8.82132
34,-0.59143,4.53906,8.79738
35,-0.49806,4.7282,8.72794
36,-0.41666,4.61089,8.60583
37,-0.48131,4.58215,8.63936
38,-0.31371,4.58455,8.51726
39,-0.5244,4.55821,8.96736
40,-0.5627,4.66356,8.81653
41,-0.62975,4.6037,8.76625
42,-0.68002,4.75453,8.48373
43,-0.58664,4.53906,8.65132
44,-0.59383,4.61807,8.69203
45,-0.48131,4.44568,8.75427
46,-0.49327,4.48399,8.63217
47,-0.3999,4.55582,8.77104
48,-0.69917,4.58934,8.95778
49,-0.62495,4.71384,8.84286
50,-0.85959,4.62047,8.84526
51,-0.59143,4.56779,8.64655
52,-0.52679,4.42892,8.70639
53,-0.46693,4.46245,8.65372
54,-0.48848,4.48399,8.83568
55,-0.57468,4.57257,8.87639
56,-0.63692,4.55103,8.91708
57,-0.58904,4.59174,8.68964
58,-0.55792,4.49596,8.66809
59,-0.43341,4.54623,8.7016
60,-0.37836,4.63483,8.50049
61,-0.49088,4.65637,8.455
62,-0.43103,4.66116,8.68005
63,-0.46933,4.41934,9.01524
64,-0.58186,4.54863,9.02003
65,-0.68959,4.52229,8.72316
66,-0.6082,4.63004,8.6657
67,-0.66325,4.59174,8.65851
68,-0.57228,4.63243,8.67288
69,-0.53159,4.60849,8.65851
70,-0.55553,4.70186,8.57231
