idx,x,y,z
0,0.12217,-0.01,0.22422
1,-0.02077,0.09995,0.09961
2,-0.03909,-0.10713,0.13076
3,-0.01527,0.19341,0.05562
4,-0.02993,0.13416,-0.13924
5,0.05376,0.07246,-0.16856
6,0.03971,-0.1389,-0.22965
7,0.00122,-0.20059,-0.04395
8,0.09591,-0.48953,0.01164
9,0.18876,-0.2574,0.12587
10,0.24252,-0.64653,0.32807
11,0.18204,-0.56895,0.19246
12,0.20159,-0.33437,-0.01768
13,0.17104,0.05169,-0.13191
14,0.27917,0.31253,-0.15085
15,0.15883,-0.14439,-0.1368
16,0.12645,0.34491,-0.0525
17,0.12156,0.46036,-0.07083
18,-0.25534,0.24473,0.02997
19,-0.17959,0.02909,-0.09282
20,-0.08918,-0.29955,-0.06105
21,-0.25351,-0.2684,-0.23881
22,-0.13011,0.07552,-0.11847
23,-0.05375,0.125,-0.02868
24,-0.09407,0.06513,-0.06899
25,0.08797,0.15249,0.05257
26,-0.10568,-0.03566,0.14053
27,-0.03421,-0.15234,0.27554
28,-0.05009,-0.12546,0.23766
29,-0.07391,-0.06559,0.12771
30,0.13806,0.36323,0.08556
31,-0.11912,0.07246,0.03791
32,-0.00977,0.13355,0.10022
33,0.0507,0.04497,-0.06227
34,0.1912,0.24778,-0.15451
35,0.04826,-0.00817,-0.12764
36,0.04093,0.02665,-0.04089
37,-0.21319,0.17997,0.06112
38,-0.11728,-0.0265,0.03608
39,-0.03604,0.12194,0.02019
40,-0.05437,0.02176,-0.05189
41,0.04337,-0.05887,0.01653
42,-0.06475,-0.03505,-0.06777
43,-0.01344,-0.00878,0.0373
44,-0.04459,-0.01733,-0.02379
45,-0.05437,0.0352,-0.04517
46,-0.10934,-0.07109,-0.05189
47,-0.14599,0.03031,0.0428
48,-0.16188,-0.13706,-0.03295
49,0.05315,-0.0717,-0.03967
50,-0.04398,-0.19021,-0.22721
51,-0.12278,-0.23419,-0.11359
52,-0.19853,-0.3753,-0.12947
53,-0.14294,0.06147,0.00065
54,-0.0336,0.01565,-0.07266
55,-0.04093,-0.01795,0.07823
56,-0.05131,0.11339,0.06662
57,-0.00733,-0.10958,-0.01646
58,0.04643,0.1928,-0.04273
59,0.1912,0.09445,0.05379
60,0.09835,0.03642,0.05196
61,0.05681,0.05475,0.077
62,0.27184,0.20258,0.04341
63,0.03116,-0.08209,0.04218
64,0.08491,-0.11629,0.06173
65,-0.03115,0.32536,-0.02623
66,-0.28955,-0.07964,0.03058
67,-0.24801,0.21418,0.10999
68,0.02627,0.33269,0.04341
69,-0.0226,0.21846,-0.01279
70,0.17654,0.15371,-0.02379
71,0.07514,0.28627,-0.00119
72,-0.0116,0.09506,-0.01218
73,-0.07697,0.09079,-0.00241
74,-0.06719,0.1476,-0.12214
75,0.09957,-0.03138,-0.12703
76,-0.04276,-0.08453,-0.04395
77,-0.07636,-0.08942,-0.04211
78,-0.05192,-0.08086,0.03608
79,-0.00672,0.07796,-0.00424
80,-0.02993,0.02482,0.04035
