query_idx,reverse_tf,location,DTW_dist,query_idx_1,location_1,DTW_dist_1,validity,query_idx_2,location_2,DTW_dist_2,query_idx_3,location_3,DTW_dist_3,query_idx_4,location_4,DTW_dist_4
0,1,"['Pangyo', 'Jeongja', 'Migeum', 'Dongcheon', 'Suji-gu Office', 'Seongbok', 'Sanghyeon']",31710.28521632684,1,['Jeongja' 'Migeum' 'Dongcheon'],3261.6858061296502,True,2,['Migeum' 'Dongcheon' 'Suji-gu Office'],2090.154186543603,3,['Dongcheon' 'Suji-gu Office' 'Seongbok'],3567.5219485683124,4,['Suji-gu Office' 'Seongbok' 'Sanghyeon'],5541.278440504394
0,0,"['Seongbok', 'Suji-gu Office', 'Dongcheon', 'Migeum', 'Jeongja', 'Pangyo', 'Cheonggyesan']",68206.55121885591,1,['Suji-gu Office' 'Dongcheon' 'Migeum'],12133.300899126798,True,2,['Dongcheon' 'Migeum' 'Jeongja'],20756.306651537063,3,['Migeum' 'Jeongja' 'Pangyo'],12641.780932460984,4,['Jeongja' 'Pangyo' 'Cheonggyesan'],8073.804602956776
0,1,"['Gangnam', 'Yangjae', ""Yangjae Citizen's Forest"", 'Cheonggyesan', 'Pangyo', 'Jeongja', 'Migeum']",79912.91656129606,1,"['Yangjae' ""Yangjae Citizen's Forest"" 'Cheonggyesan']",13569.620282326134,True,2,"[""Yangjae Citizen's Forest"" 'Cheonggyesan' 'Pangyo']",15645.603575943458,3,['Cheonggyesan' 'Pangyo' 'Jeongja'],15201.954117192841,4,['Pangyo' 'Jeongja' 'Migeum'],12491.556643951159
0,1,"[""Yangjae Citizen's Forest"", 'Cheonggyesan', 'Pangyo', 'Jeongja', 'Migeum', 'Dongcheon', 'Suji-gu Office']",85768.80946605363,1,['Cheonggyesan' 'Pangyo' 'Jeongja'],15971.265863149923,True,2,['Pangyo' 'Jeongja' 'Migeum'],24597.722767981493,3,['Jeongja' 'Migeum' 'Dongcheon'],6415.140746951183,4,['Migeum' 'Dongcheon' 'Suji-gu Office'],14822.220437447908
0,1,"['Jeongja', 'Migeum', 'Dongcheon', 'Suji-gu Office', 'Seongbok', 'Sanghyeon', 'Gwanggyo Jungang']",87344.93297297636,1,['Migeum' 'Dongcheon' 'Suji-gu Office'],14939.909099785407,True,2,['Dongcheon' 'Suji-gu Office' 'Seongbok'],12864.279894483952,3,['Suji-gu Office' 'Seongbok' 'Sanghyeon'],20013.75782727279,4,['Seongbok' 'Sanghyeon' 'Gwanggyo Jungang'],28558.338477337133
0,0,"['Suji-gu Office', 'Dongcheon', 'Migeum', 'Jeongja', 'Pangyo', 'Cheonggyesan', ""Yangjae Citizen's Forest""]",93280.77294142132,1,['Dongcheon' 'Migeum' 'Jeongja'],2556.2527884654037,True,2,['Migeum' 'Jeongja' 'Pangyo'],25271.715679732257,3,['Jeongja' 'Pangyo' 'Cheonggyesan'],38328.21394895393,4,"['Pangyo' 'Cheonggyesan' ""Yangjae Citizen's Forest""]",10884.132649010522
0,0,"['Dongcheon', 'Migeum', 'Jeongja', 'Pangyo', 'Cheonggyesan', ""Yangjae Citizen's Forest"", 'Yangjae']",97238.89965435019,1,['Migeum' 'Jeongja' 'Pangyo'],23361.797550693922,True,2,['Jeongja' 'Pangyo' 'Cheonggyesan'],22608.100570628812,3,"['Pangyo' 'Cheonggyesan' ""Yangjae Citizen's Forest""]",26370.14391575015,4,"['Cheonggyesan' ""Yangjae Citizen's Forest"" 'Yangjae']",19102.24450505009
0,0,"['Gwanggyo', 'Gwanggyo Jungang', 'Sanghyeon', 'Seongbok', 'Suji-gu Office', 'Dongcheon', 'Migeum']",98831.89617394708,1,['Gwanggyo Jungang' 'Sanghyeon' 'Seongbok'],26886.44246307394,True,2,['Sanghyeon' 'Seongbok' 'Suji-gu Office'],9901.673259265031,3,['Seongbok' 'Suji-gu Office' 'Dongcheon'],16543.43950388105,4,['Suji-gu Office' 'Dongcheon' 'Migeum'],6327.358311016237
0,1,"['Yangjae', ""Yangjae Citizen's Forest"", 'Cheonggyesan', 'Pangyo', 'Jeongja', 'Migeum', 'Dongcheon']",100584.7048991204,1,"[""Yangjae Citizen's Forest"" 'Cheonggyesan' 'Pangyo']",38702.220112476156,True,2,['Cheonggyesan' 'Pangyo' 'Jeongja'],11359.869840735486,3,['Pangyo' 'Jeongja' 'Migeum'],12351.253312846338,4,['Jeongja' 'Migeum' 'Dongcheon'],28304.087598061837
0,0,"['Migeum', 'Jeongja', 'Pangyo', 'Cheonggyesan', ""Yangjae Citizen's Forest"", 'Yangjae', 'Gangnam']",100637.49682513718,1,['Jeongja' 'Pangyo' 'Cheonggyesan'],50038.04848718073,True,2,"['Pangyo' 'Cheonggyesan' ""Yangjae Citizen's Forest""]",15415.762172260702,3,"['Cheonggyesan' ""Yangjae Citizen's Forest"" 'Yangjae']",7452.597743451119,4,"[""Yangjae Citizen's Forest"" 'Yangjae' 'Gangnam']",9253.854582358435
