query_idx,reverse_tf,location,DTW_dist,query_idx_1,location_1,DTW_dist_1,validity,query_idx_2,location_2,DTW_dist_2,query_idx_3,location_3,DTW_dist_3,query_idx_4,location_4,DTW_dist_4
0,1,"['Pangyo', 'Jeongja', 'Migeum', 'Dongcheon', 'Suji-gu Office', 'Seongbok', 'Sanghyeon']",79277.67663366,1,['Jeongja' 'Migeum' 'Dongcheon'],19118.51530333735,True,2,['Migeum' 'Dongcheon' 'Suji-gu Office'],9637.955280801043,3,['Dongcheon' 'Suji-gu Office' 'Seongbok'],20844.673811009405,4,['Suji-gu Office' 'Seongbok' 'Sanghyeon'],19261.500304951634
0,1,"[""Yangjae Citizen's Forest"", 'Cheonggyesan', 'Pangyo', 'Jeongja', 'Migeum', 'Dongcheon', 'Suji-gu Office']",109038.34324654014,1,['Cheonggyesan' 'Pangyo' 'Jeongja'],11597.039739418356,True,2,['Pangyo' 'Jeongja' 'Migeum'],27540.56256386915,3,['Jeongja' 'Migeum' 'Dongcheon'],22750.37773621931,4,['Migeum' 'Dongcheon' 'Suji-gu Office'],26587.215359743335
0,0,"['Gwanggyo Jungang', 'Sanghyeon', 'Seongbok', 'Suji-gu Office', 'Dongcheon', 'Migeum', 'Jeongja']",111756.46353840703,1,['Sanghyeon' 'Seongbok' 'Suji-gu Office'],9580.481982071518,True,2,['Seongbok' 'Suji-gu Office' 'Dongcheon'],25494.636798880845,3,['Suji-gu Office' 'Dongcheon' 'Migeum'],14969.407577866703,4,['Dongcheon' 'Migeum' 'Jeongja'],46054.950695120686
0,0,"['Migeum', 'Jeongja', 'Pangyo', 'Cheonggyesan', ""Yangjae Citizen's Forest"", 'Yangjae', 'Gangnam']",115281.62423400515,1,['Jeongja' 'Pangyo' 'Cheonggyesan'],25385.477922020116,True,2,"['Pangyo' 'Cheonggyesan' ""Yangjae Citizen's Forest""]",21634.867278484977,3,"['Cheonggyesan' ""Yangjae Citizen's Forest"" 'Yangjae']",27955.308548826113,4,"[""Yangjae Citizen's Forest"" 'Yangjae' 'Gangnam']",28595.265083886585
0,1,"['Gangnam', 'Yangjae', ""Yangjae Citizen's Forest"", 'Cheonggyesan', 'Pangyo', 'Jeongja', 'Migeum']",125135.81332839472,1,"['Yangjae' ""Yangjae Citizen's Forest"" 'Cheonggyesan']",22252.270382345654,True,2,"[""Yangjae Citizen's Forest"" 'Cheonggyesan' 'Pangyo']",21772.42982327897,3,['Cheonggyesan' 'Pangyo' 'Jeongja'],14730.847117818139,4,['Pangyo' 'Jeongja' 'Migeum'],47120.18966426216
0,0,"['Dongcheon', 'Migeum', 'Jeongja', 'Pangyo', 'Cheonggyesan', ""Yangjae Citizen's Forest"", 'Yangjae']",131024.37859829878,1,['Migeum' 'Jeongja' 'Pangyo'],22841.2748303491,True,2,['Jeongja' 'Pangyo' 'Cheonggyesan'],24124.424075173527,3,"['Pangyo' 'Cheonggyesan' ""Yangjae Citizen's Forest""]",14323.147039992004,4,"['Cheonggyesan' ""Yangjae Citizen's Forest"" 'Yangjae']",56520.30398935592
0,1,"['Cheonggyesan', 'Pangyo', 'Jeongja', 'Migeum', 'Dongcheon', 'Suji-gu Office', 'Seongbok']",132496.79455430934,1,['Pangyo' 'Jeongja' 'Migeum'],20607.44407271279,True,2,['Jeongja' 'Migeum' 'Dongcheon'],27606.50838133065,3,['Migeum' 'Dongcheon' 'Suji-gu Office'],24823.528046938267,4,['Dongcheon' 'Suji-gu Office' 'Seongbok'],26545.58507228153
0,1,"['Jeongja', 'Migeum', 'Dongcheon', 'Suji-gu Office', 'Seongbok', 'Sanghyeon', 'Gwanggyo Jungang']",134258.2401327924,1,['Migeum' 'Dongcheon' 'Suji-gu Office'],15489.805540921432,True,2,['Dongcheon' 'Suji-gu Office' 'Seongbok'],17653.958533259807,3,['Suji-gu Office' 'Seongbok' 'Sanghyeon'],25234.152530698844,4,['Seongbok' 'Sanghyeon' 'Gwanggyo Jungang'],59586.382672398686
0,1,"['Yangjae', ""Yangjae Citizen's Forest"", 'Cheonggyesan', 'Pangyo', 'Jeongja', 'Migeum', 'Dongcheon']",134935.34028206932,1,"[""Yangjae Citizen's Forest"" 'Cheonggyesan' 'Pangyo']",7421.186533239391,True,2,['Cheonggyesan' 'Pangyo' 'Jeongja'],26134.49493400334,3,['Pangyo' 'Jeongja' 'Migeum'],42718.68527872636,4,['Jeongja' 'Migeum' 'Dongcheon'],48593.91234331639
0,0,"['Seongbok', 'Suji-gu Office', 'Dongcheon', 'Migeum', 'Jeongja', 'Pangyo', 'Cheonggyesan']",155555.75505718452,1,['Suji-gu Office' 'Dongcheon' 'Migeum'],17733.379113552277,True,2,['Dongcheon' 'Migeum' 'Jeongja'],21650.437835271827,3,['Migeum' 'Jeongja' 'Pangyo'],38596.729028915666,4,['Jeongja' 'Pangyo' 'Cheonggyesan'],67524.15393455193
