idx,x,y,z
0,0.013591,-0.010441,-0.00874
1,-0.002144,-0.027153,-0.01394
2,0.004431,0.008538,-0.011356
3,0.011266,0.000624,0.000699
4,0.001296,0.001497,-0.001822
5,0.0265,0.006456,-0.015541
6,-0.005162,-0.007096,-0.006417
7,-0.01267,0.015371,-0.024231
8,0.068348,0.032237,0.006795
9,0.013286,-0.001136,-0.002514
10,0.020042,-0.001688,0.009857
11,0.007086,0.023397,0.014712
12,0.00939,0.014392,0.010964
13,0.000961,0.013892,0.006587
14,0.004772,0.022685,0.002527
15,-0.017257,0.05844,0.019854
16,-0.007395,0.020307,0.011953
17,-0.004183,0.049241,0.024276
18,0.005749,-0.008582,0.002464
19,-0.015284,0.013674,0.006127
20,2e-06,-0.013505,-0.002648
21,0.004408,0.000463,-0.018525
22,0.013931,-0.027061,-0.022175
23,0.002727,-0.014054,-0.010239
24,-0.013963,0.009333,0.001255
25,0.004484,0.008764,0.026095
26,0.002803,0.036115,0.027746
27,0.007919,0.021485,0.015132
28,0.008501,0.023589,0.012971
29,-0.000206,0.004637,-0.009097
30,-0.006117,-0.014905,-0.01204
31,0.000718,-0.000347,-0.011878
32,0.010672,-0.000753,-0.005082
33,0.015018,0.005292,0.009081
34,0.004834,0.003348,-0.003514
35,0.009464,-0.011103,-0.003034
36,0.008296,-0.004023,-0.008129
37,0.005417,-0.000465,0.00189
38,0.004755,0.002922,-0.002913
39,0.005897,0.018384,0.000639
40,0.011352,0.005486,0.012092
41,-0.004286,0.015508,-0.00408
42,-0.008993,0.014396,0.01021
43,0.002526,0.028636,0.008567
44,-0.014255,0.019056,0.004387
45,0.00881,0.051146,0.020662
46,0.003121,0.043708,0.032805
47,-0.006268,0.093897,0.045244
48,0.020804,0.060858,0.030869
49,-0.000844,0.03433,0.029896
50,-0.006724,0.026796,0.020696
51,0.000627,0.043733,0.00034
52,-0.006385,-0.041263,-0.016949
53,-0.021987,-0.031483,-0.027168
54,0.003908,-0.023896,-0.039346
55,-0.00992,-0.023266,-0.044069
56,-0.003669,-0.001665,-0.011411
57,0.005526,-0.001936,-0.018531
58,-0.013607,0.000918,-0.011746
59,0.001787,-0.025635,-0.020383
60,-0.002149,0.010784,-0.0142
61,-0.005144,-0.012577,-0.001129
62,0.006091,0.013278,-0.003995
63,0.020033,-0.005708,-0.012515
64,0.008939,0.019433,-0.003937
65,0.017615,0.003573,-0.011013
66,-0.000332,0.010284,-0.001686
67,0.008407,0.012592,-0.005676
68,0.019078,0.021874,0.000551
69,0.010198,0.010672,0.005029
70,0.006363,0.01569,0.00065
71,0.007403,-0.002185,-0.00905
72,0.005071,-0.010697,-0.014146
73,0.006238,0.016876,0.004058
74,0.00863,0.005708,0.003761
75,0.016621,0.003855,0.00889
76,-0.006152,0.008534,0.01483
77,-0.010978,0.016641,0.003654
78,-0.012046,0.014618,0.01076
79,-0.000564,0.032194,0.019981
80,-0.007827,0.021485,0.006185
81,0.008196,0.023896,0.008204
82,-0.014488,0.013832,0.001157
83,0.001037,0.005799,-0.010592
84,-0.006071,-0.016831,-0.018016
85,0.003038,-0.011948,-0.022534
86,-0.004977,-0.017979,-0.014337
87,0.009962,0.010305,-0.005446
88,0.01234,-0.006435,-0.008401
89,-0.014197,0.002285,0.002281
90,-0.004886,0.00162,0.006248
91,0.003135,-0.003884,-0.001135
92,0.01334,0.011315,0.001507
93,0.006119,0.00823,-0.004972
94,0.003065,0.004646,0.003194
95,0.017097,-0.00028,-0.013387
96,0.004989,0.009339,0.00081
97,0.016255,-0.000735,-0.008909
98,0.005546,-0.003497,-0.001691
99,0.015567,0.009101,0.003364
100,0.008478,-0.007711,0.001812
101,0.008929,0.021976,0.004287
102,0.003622,0.010895,0.005869
103,0.007302,0.004998,-0.001025
104,0.010301,0.004024,-0.004012
105,0.000602,-0.000118,-0.005016
106,0.00363,0.002176,0.003126
107,0.000377,0.001627,0.003335
108,-0.004258,0.019832,0.000284
109,0.010389,0.005924,-0.00444
110,0.007537,-0.001887,-0.007283
111,0.01197,-0.004478,-0.014288
112,0.007712,0.004696,0.003278
113,0.002353,-0.001834,-0.004118
114,0.001818,0.015249,0.007144
115,-0.004013,0.006449,0.010825
116,0.011071,0.005066,-0.002843
117,0.016974,0.006497,-0.003201
118,0.006827,0.002536,-0.006937
119,0.003113,-0.003253,-0.002639
120,0.012285,0.019274,-0.003441
121,0.010161,0.004593,0.001413
122,0.012435,0.006183,0.003116
123,0.008564,0.012063,-0.004446
124,0.006978,0.006124,-0.000789
125,0.016366,0.02183,0.006797
126,0.01054,0.00318,-0.003213
127,0.006464,0.01037,0.003152
128,0.015232,0.020137,-0.003306
129,0.023879,0.002327,-0.003533
130,0.021693,-0.002903,-0.007437
