idx,x,y,z
0,9.25592,1.23506,1.02341
1,9.03564,1.1369,0.85341
2,9.19846,1.18239,1.00185
3,9.3038,0.93579,0.76483
4,9.57674,0.95255,0.27641
5,8.45386,0.47131,1.28198
6,9.46182,0.37076,0.78159
7,9.35408,0.98128,0.30515
8,9.18887,1.14647,1.11438
9,9.25113,0.90706,0.75285
10,9.17451,0.78734,0.7744
11,9.05959,0.86874,1.15747
12,9.04762,0.88551,1.05692
13,9.15536,0.73468,0.93961
14,9.28226,0.87354,0.84862
15,9.19606,0.82086,0.80553
16,9.25113,0.91663,0.66667
17,9.17212,0.9334,0.7361
18,9.1362,0.95255,0.93002
19,9.20804,0.85678,0.81271
20,9.13382,0.85199,0.94919
21,9.14099,0.95015,0.96834
22,9.21521,0.85678,0.82947
23,9.16254,0.86874,0.90848
24,9.24155,0.84959,0.72891
25,9.19606,0.8448,0.942
26,9.28226,0.98846,0.78638
27,9.18648,0.9286,0.89172
28,9.10269,0.85678,0.91087
29,9.11465,0.79932,0.91566
30,9.15776,0.79453,0.93721
31,9.21761,0.83284,0.87257
32,9.18887,0.82326,0.8606
33,9.17451,0.84001,0.93242
34,9.21281,0.90706,0.78877
35,9.18648,0.82565,0.97551
36,9.17451,0.78734,0.88933
37,9.17931,0.89268,0.86778
38,9.16254,0.79692,0.95157
39,9.17931,0.85199,0.87495
40,9.18648,0.82326,0.84862
41,9.20564,0.81847,0.93002
42,9.1817,0.86635,0.87257
43,9.17931,0.91185,0.87257
44,9.18648,0.88072,0.90608
45,9.16493,0.90227,0.86299
46,9.17931,0.91423,0.93481
47,9.16733,0.87354,0.87018
48,9.16254,0.88791,0.95396
49,9.21043,0.89268,0.80074
50,9.22,0.90466,0.8558
51,9.19846,0.90706,0.80792
52,9.22958,0.98846,0.87018
53,9.17451,0.91902,0.92523
54,9.15057,0.88312,0.92763
55,9.20085,0.95734,0.80313
56,9.14818,0.92621,0.89412
57,9.12184,0.90945,0.87018
58,9.14339,0.9334,0.88454
59,9.16254,0.9693,0.82228
60,9.16016,0.99084,0.94679
61,9.12184,0.94775,0.87018
62,9.19127,0.9693,0.8606
63,9.1386,0.95015,0.80074
64,9.15536,0.91423,0.92523
65,9.17691,0.93819,0.91566
66,9.14578,0.92381,0.87735
67,9.20085,0.94296,0.92046
68,9.19606,0.9286,0.90369
69,9.14339,0.91185,0.91566
70,9.16972,0.89508,0.90129
71,9.15057,0.87593,0.89172
72,9.1817,0.84959,0.88693
73,9.16493,0.86157,0.91806
74,9.23438,0.85439,0.85101
75,9.17212,0.81847,0.93002
76,9.14339,0.83524,0.94919
77,9.19606,0.86635,0.83665
78,9.16972,0.83762,0.92523
79,9.16016,0.89268,0.93721
80,9.16254,0.85199,0.93002
81,9.17931,0.89029,0.93721
82,9.16016,0.94775,0.88693
83,9.14339,0.89029,0.93721
84,9.19606,0.88312,0.87018
85,9.17451,0.91663,0.94919
86,9.20325,0.89508,0.92285
87,9.12424,0.85678,0.93002
88,9.17931,0.86874,0.90848
89,9.20085,0.85439,0.90369
90,9.15297,0.79213,0.90608
91,9.17451,0.86874,0.91566
92,9.16493,0.84001,0.90848
93,9.15536,0.83284,0.90848
94,9.16493,0.88072,0.93481
95,9.18648,0.88312,0.93721
96,9.19366,0.90706,0.98509
97,9.14818,0.91423,0.93961
98,9.1817,0.89987,0.93242
99,9.2224,0.88312,0.93721
100,9.16016,0.87114,0.93481
101,9.23915,0.90227,0.91327
102,9.19606,0.90227,0.95157
103,9.17931,0.8472,0.92285
104,9.16733,0.84241,0.92523
105,9.16254,0.84001,0.92285
106,9.18887,0.83044,0.95396
107,9.17212,0.83044,0.97313
108,9.19366,0.8448,0.89172
109,9.16016,0.86395,0.92285
110,9.14818,0.85678,0.91806
111,9.15536,0.84001,0.92763
112,9.18648,0.78734,0.93961
113,9.18648,0.79692,0.88214
114,9.20085,0.80411,0.87495
115,9.20564,0.74185,0.91806
116,9.15776,0.72031,0.92046
117,9.1817,0.75143,0.96115
118,9.17212,0.76579,0.92285
119,9.16733,0.7634,0.942
120,9.1817,0.80411,0.94919
121,9.16254,0.70595,0.99467
122,9.20804,0.75143,0.8606
123,9.18887,0.75143,0.92285
124,9.19606,0.77058,0.8175
125,9.20085,0.71791,0.90129
126,9.20325,0.77298,0.86778
127,9.1841,0.8065,0.94679
128,9.0955,0.73946,1.00185
129,9.16493,0.79692,0.97791
130,9.16972,0.82086,0.83905
131,9.15057,0.83524,0.93961
132,9.1841,0.81607,0.80553
133,9.15057,0.8472,0.88454
134,9.16016,0.81129,0.88214
135,9.18887,0.77777,0.96355
136,9.1817,0.73946,0.97551
137,9.23198,0.61017,0.93002
138,9.1841,0.52399,0.96355
139,9.22,0.32288,0.96115
140,9.26549,0.36836,0.69061
141,9.24873,0.24387,0.78638
142,9.3038,0.33005,0.76483
143,9.26788,0.15048,0.87735
144,9.25113,0.08824,0.8558
145,9.31577,0.14091,0.87018
146,9.39957,0.01642,0.8558
147,9.35648,0.105,0.77919
148,9.29422,0.08105,0.76723
149,9.29662,0.16006,0.91087
150,9.33014,0.14809,0.7361
151,9.32056,0.18161,0.73849
152,9.21761,0.45454,1.03777
153,9.40675,0.38991,0.48949
154,9.27267,0.29654,0.27881
155,9.32295,0.14331,0.55174
156,9.08354,0.29654,0.70018
157,9.1362,0.14091,0.54456
158,8.96143,0.2726,1.03058
159,9.22958,0.2247,0.39133
160,9.35168,0.28217,0.69778
161,9.81137,0.02119,0.36021
162,9.40915,0.37315,0.59962
163,9.12424,0.12175,-0.14977
164,9.718,0.41864,0.37697
165,9.36844,0.43539,0.77679
166,9.32535,0.40906,0.04657
167,9.06677,0.16246,0.62596
168,8.99495,0.29175,0.69778
169,9.15776,0.61017,0.44879
170,9.25832,0.65088,0.12079
171,9.35887,0.23428,0.14473
172,9.33493,0.31329,-0.20961
173,9.23438,0.39709,0.09685
174,9.08115,0.33963,0.28598
175,9.33253,0.50722,0.10641
176,9.03564,0.4306,0.42006
177,8.94467,0.54793,-0.10187
178,8.89679,0.04276,-0.14977
179,9.44745,0.5192,-0.5448
180,9.55759,0.32288,-0.11145
181,9.51927,-0.52467,-0.86324
182,9.15776,0.14809,-0.72437
183,9.1362,0.26062,-0.42749
184,9.32774,-0.12724,-1.11942
185,9.22479,-0.09132,-0.47777
186,9.43069,0.30611,-1.39235
187,9.20325,-0.17033,-0.62141
188,9.26549,-0.26132,-0.86084
189,9.25352,-0.00752,-1.19124
190,9.29422,0.03078,-1.08589
191,9.32535,-0.17752,-1.16969
192,9.1841,-0.04823,-1.11223
193,9.26311,-0.26132,-0.93027
194,9.1841,-0.11766,-1.10744
195,9.26788,-0.08176,-0.97336
196,9.24873,0.11218,-1.19363
197,9.31099,0.13852,-0.86324
198,9.29662,-0.16554,-0.66211
199,9.36127,-0.34032,-0.6669
200,9.20325,0.25343,0.19022
201,9.11945,0.2247,-0.19046
202,9.35168,-0.51511,-0.24074
203,9.52406,0.02119,-1.11462
204,9.35408,0.24147,-0.4227
205,9.24394,-0.16794,-0.40833
206,9.37802,0.12175,-0.53761
207,9.23438,0.05232,-0.23834
208,9.1817,-0.00752,-0.21201
209,9.12663,0.27977,-0.2168
210,9.37083,0.20316,-0.35088
211,9.33493,0.05472,-0.40594
212,9.36127,0.19598,-0.52805
213,9.34929,0.03078,-0.42989
214,9.32056,0.03317,-0.40115
215,9.3445,0.0643,-0.43706
216,9.28465,0.04753,-0.27187
217,9.28226,0.04276,-0.27187
218,9.28943,0.03317,-0.33411
219,9.29182,0.05951,-0.32693
220,9.32535,0.05711,-0.31496
221,9.32056,0.03796,-0.40594
222,9.31816,0.10739,-0.39876
223,9.29901,0.11697,-0.3365
224,9.25592,0.09303,-0.32933
225,9.31577,0.10739,-0.28622
226,9.31099,0.08585,-0.34129
227,9.27028,0.14571,-0.43227
228,9.18648,0.11218,-0.28622
229,9.27028,0.19119,-0.36284
230,9.28226,0.13373,-0.26947
231,9.28226,0.14809,-0.40355
232,9.28943,0.1864,-0.25989
233,9.3062,0.17204,-0.32693
234,9.36844,0.18161,-0.33411
235,9.23677,0.1002,-0.20721
236,9.33493,0.21753,-0.64056
237,9.3421,0.01402,-0.66211
238,9.33493,-0.25174,-0.79379
239,9.28705,-0.08653,-1.48332
240,9.35408,-0.56299,-0.64536
241,9.15536,-0.93887,-0.76268
242,9.18648,-0.40497,-0.77943
243,9.22,-0.33315,-0.24553
244,9.29901,-0.08414,-0.96379
245,9.25352,-0.05302,-0.88239
246,9.47139,-0.08893,-0.39397
247,9.21521,-0.08176,-0.58311
248,9.24394,-0.19907,-0.71478
249,9.36127,0.03317,-0.56155
250,9.29422,-0.00992,-0.62381
251,9.28226,0.04036,-0.49931
252,9.28226,-0.05782,-0.47298
253,9.27267,-0.08653,-0.47537
254,9.27747,-0.03865,-0.52565
255,9.28465,-0.03148,-0.47298
256,9.31099,-0.1057,-0.58549
257,9.31099,-0.08893,-0.49692
258,9.32295,-0.1057,-0.52325
259,9.28705,-0.06738,-0.54001
260,9.33972,-0.04105,-0.53044
261,9.27507,-0.05782,-0.51846
262,9.34689,-0.06738,-0.54959
263,9.32535,-0.03625,-0.5065
264,9.27747,-0.07217,-0.50888
265,9.32774,-0.05542,-0.52805
266,9.24873,-0.06738,-0.49931
267,9.26788,-0.05302,-0.46819
268,9.27986,-0.06978,-0.47298
269,9.27986,-0.07697,-0.48734
270,9.28465,-0.04584,-0.4586
271,9.32056,-0.07217,-0.46819
272,9.30141,-0.09612,-0.44904
273,9.28465,-0.1033,-0.46579
274,9.25592,-0.09851,-0.35805
