idx,x,y,z
0,0.01256,0.00412,0.02286
1,-0.06947,0.10638,-0.03467
2,0.09457,-0.08536,0.05374
3,0.06795,-0.02997,0.00368
4,0.04558,-0.06192,0.06546
5,-0.02686,0.03288,-0.03574
6,0.07541,-0.02571,-0.02827
7,-0.06415,-0.08643,0.02925
8,-0.0748,0.00412,-0.00378
9,0.03918,-0.04808,-0.00484
10,0.00403,-0.02571,0.009
11,-0.04604,0.00412,-0.01762
12,-0.06841,0.04141,0.00688
13,-0.10249,-0.01611,0.01965
14,-0.02367,0.01158,0.009
15,0.01256,-0.02783,-0.00591
16,-0.07906,-0.02783,-0.0155
17,-0.06415,0.02863,-0.00804
18,-0.01195,-0.00546,-0.01869
19,-0.02792,-0.00546,-0.02934
20,-0.00342,0.02437,-0.02188
21,0.00296,-0.00439,-0.00484
22,-0.01088,0.01797,0.00475
23,-0.01727,0.01372,0.009
24,0.01682,-0.02037,-0.00058
25,-0.01514,-0.01399,-0.00165
26,-0.00769,-0.04594,0.00261
27,-0.00555,0.00093,-0.0123
28,0.04877,-0.04169,-0.00484
29,0.01363,-0.00546,0.01221
30,-0.01302,0.0201,-0.02188
31,0.04877,0.0201,-0.07089
32,0.14038,0.05632,-0.01018
33,0.05304,0.08722,-0.01656
34,0.01042,0.07762,-0.01656
35,0.08713,0.02649,-0.02083
36,0.04771,0.05952,-0.03999
37,0.00084,0.07443,-0.03999
38,0.03918,0.02863,-0.01337
39,0.0573,0.07762,-0.01018
40,0.03279,0.02544,0.04202
41,0.02,0.0446,-0.03041
42,0.06049,0.02223,0.00154
43,-0.05243,-0.01399,0.00049
44,-0.12486,-0.02676,0.02393
45,0.02321,-0.00227,-0.01018
46,0.02107,0.01265,0.00368
47,0.00829,-0.00227,-0.02188
48,0.10843,-0.01079,-0.03574
49,0.05942,-0.01611,0.02286
50,-0.02686,-0.00653,-0.00272
51,-0.00342,-0.01505,0.01221
52,-0.07693,-0.00333,0.00154
53,-0.02048,-0.01825,-0.00484
54,-0.00237,-0.03104,0.02498
55,-0.05989,0.01691,0.01221
56,0.03493,0.00519,0.00688
57,0.05197,0.03395,-0.00378
58,-0.00662,0.02223,-0.0123
59,0.11162,0.04993,-0.05385
60,0.08073,0.02649,-0.02402
61,-0.07266,-0.00653,-0.00272
62,-0.00023,-0.01932,0.01859
63,-0.13658,-0.06085,0.03244
64,-0.06522,-0.04169,0.04948
65,-0.01727,-0.03316,0.04948
66,0.07646,-0.0076,0.01753
67,0.0051,-0.06618,0.08038
