idx,x,y,z
0,-26.00403,14.15253,-66.0965
1,-24.80316,19.25354,-66.69617
2,-26.75323,17.30347,-66.84723
3,-24.80316,19.25354,-66.69617
4,-26.15356,18.65387,-66.69617
5,-26.6037,23.60382,-65.94696
6,-29.00391,28.10364,-64.74609
7,-27.80304,23.75336,-63.84735
8,-27.80304,23.30322,-63.09662
9,-27.9541,34.55353,-62.19635
10,-30.50385,34.40399,-62.04681
11,-30.05371,32.45392,-60.99701
12,-34.85413,27.80304,-60.69641
13,-35.00366,28.25317,-60.54688
14,-36.95374,24.65363,-60.24628
15,-36.95374,24.65363,-60.24628
16,-37.854,25.85297,-59.79614
17,-37.854,23.30322,-59.79614
18,-38.75427,20.00275,-59.49707
19,-38.75427,20.00275,-59.49707
20,-38.75427,20.00275,-59.49707
21,-40.10315,15.0528,-59.49707
22,-39.20441,14.45313,-60.54688
23,-39.20441,14.45313,-60.54688
24,-40.10315,14.00299,-60.69641
25,-37.25433,11.15265,-60.24628
26,-37.25433,11.15265,-60.24628
27,-38.00354,10.10284,-60.24628
28,-35.75439,9.20258,-60.84747
29,-35.4538,8.15277,-61.59668
30,-35.4538,8.15277,-61.59668
31,-35.4538,8.15277,-61.59668
32,-37.10327,8.45337,-61.29608
33,-38.90381,10.25391,-60.84747
34,-38.90381,10.25391,-60.84747
35,-40.55328,9.50317,-60.54688
36,-40.55328,9.50317,-60.54688
37,-40.55328,9.20258,-60.54688
38,-40.55328,9.50317,-60.54688
39,-40.55328,9.20258,-60.54688
40,-42.20428,3.35388,-60.24628
41,-42.20428,3.35388,-60.24628
42,-40.25421,3.20282,-58.2962
43,-41.30402,-0.9964,-57.09686
44,-42.05322,2.15302,-56.04706
45,-42.05322,2.15302,-56.04706
46,-43.10303,-2.19727,-55.59692
47,-42.50336,-0.84686,-55.14679
48,-39.95361,0.05341,-54.54712
49,-35.75439,4.25262,-53.04718
50,-37.70447,4.10309,-52.89612
51,-35.90393,6.2027,-52.89612
52,-37.70447,4.10309,-52.89612
53,-30.05371,12.20398,-53.64685
54,-30.05371,12.20398,-53.64685
55,-30.05371,12.20398,-53.64685
56,-30.05371,12.20398,-53.64685
57,-30.20325,17.30347,-54.09698
58,-30.20325,17.30347,-54.09698
59,-34.70306,27.20337,-54.09698
60,-34.70306,27.20337,-54.09698
61,-31.70319,26.75323,-53.64685
62,-32.60345,28.25317,-53.34625
63,-35.30426,30.20325,-53.19672
64,-35.30426,30.20325,-53.19672
65,-35.30426,30.20325,-53.19672
66,-34.70306,29.75311,-52.29645
67,-38.90381,28.70331,-51.84631
68,-36.05347,31.85272,-51.84631
69,-41.90369,28.10364,-52.14691
70,-41.90369,28.10364,-52.14691
71,-42.20428,17.90314,-53.19672
72,-41.90369,14.30359,-53.64685
73,-42.50336,16.1026,-54.39606
74,-39.65302,14.15253,-54.54712
75,-41.15448,11.90338,-55.14679
76,-37.854,13.10272,-55.59692
77,-37.70447,15.80353,-56.19659
78,-38.60321,15.50293,-56.34613
79,-37.55341,15.95306,-57.09686
80,-40.40375,14.75372,-57.69653
81,-38.90381,15.20386,-58.5968
82,-38.90381,14.15253,-60.54688
83,-38.00354,11.45325,-61.74622
84,-38.30414,14.00299,-63.99689
85,-34.40399,17.00287,-64.89716
86,-34.40399,17.00287,-64.89716
87,-35.4538,19.104,-66.84723
88,-35.4538,19.104,-66.84723
89,-35.00366,17.30347,-67.59644
90,-34.25446,17.453,-67.7475
91,-35.00366,17.30347,-67.59644
92,-35.00366,13.10272,-67.59644
93,-38.90381,9.50317,-67.1463
94,-35.60333,5.90363,-65.94696
95,-31.10352,-1.297,-64.74609
96,-33.65326,0.354,-64.59656
97,-31.55365,-0.9964,-64.14642
98,-28.55377,-2.49634,-63.84735
99,-28.25317,-1.59607,-63.24615
100,-26.9043,-1.59607,-63.24615
101,-28.25317,-1.59607,-63.24615
102,-31.25305,-6.69708,-63.84735
103,-28.85437,-2.49634,-64.14642
104,-28.10364,-2.19727,-64.89716
105,-26.15356,-1.89667,-65.19623
106,-26.15356,-1.89667,-65.19623
107,-26.6037,0.95367,-65.49683
108,-23.30322,10.25391,-65.64636
109,-24.35303,10.55298,-67.1463
110,-23.15369,11.90338,-67.7475
111,-21.50421,12.80365,-67.89703
112,-22.40448,11.15265,-68.4967
113,-19.104,24.05396,-70.14618
114,-16.55426,26.3031,-70.74738
115,-16.55426,26.3031,-70.74738
116,-17.90314,24.9527,-70.29724
117,-20.45441,30.80292,-69.84711
118,-22.70355,30.65338,-68.94684
119,-20.15381,30.80292,-68.64624
120,-21.05408,35.90393,-68.4967
121,-22.25342,37.854,-67.89703
122,-26.75323,41.45355,-65.64636
123,-25.85449,41.30402,-65.19623
124,-37.70447,45.0531,-63.99689
125,-36.65314,44.45343,-63.24615
126,-36.65314,44.45343,-63.24615
127,-47.00317,37.70294,-62.94708
128,-41.15448,43.40363,-62.49695
129,-45.50323,39.65302,-63.09662
130,-46.4035,38.00354,-63.24615
131,-47.60437,24.05396,-65.34729
132,-47.45331,22.85309,-67.4469
133,-46.10443,23.30322,-67.89703
134,-46.55304,8.9035,-68.34717
135,-47.60437,15.95306,-69.09637
136,-43.85376,6.95343,-68.94684
137,-40.85388,5.90363,-68.19611
138,-30.95398,1.70288,-67.59644
139,-30.05371,3.35388,-65.94696
140,-30.05371,3.05328,-65.49683
141,-28.70331,3.65295,-62.49695
142,-31.25305,5.00336,-60.84747
143,-28.10364,3.20282,-60.54688
144,-36.95374,2.60315,-59.49707
145,-33.65326,4.25262,-58.2962
146,-36.8042,-0.69733,-57.84607
147,-36.05347,-0.69733,-57.84607
148,-31.70319,4.10309,-57.69653
149,-29.00391,11.90338,-57.69653
150,-28.70331,16.85333,-57.39746
151,-28.70331,16.85333,-57.39746
152,-29.00391,11.90338,-57.69653
153,-35.60333,30.65338,-59.9472
154,-34.40399,33.65326,-61.29608
155,-34.70306,37.854,-61.59668
156,-36.65314,38.75275,-62.49695
157,-47.75391,33.50372,-62.49695
158,-50.30365,30.50385,-63.09662
159,-48.35358,25.2533,-62.49695
160,-49.40338,24.20349,-62.19635
161,-49.40338,27.35291,-62.49695
162,-49.40338,27.35291,-62.49695
163,-47.00317,20.75348,-62.94708
164,-47.15424,21.95282,-63.09662
165,-49.25385,18.80341,-66.0965
166,-47.00317,16.1026,-66.69617
167,-49.25385,17.00287,-67.59644
168,-49.85352,16.85333,-67.7475
169,-51.65405,19.40308,-67.1463
170,-51.05438,17.00287,-65.64636
171,-46.4035,12.20398,-64.74609
172,-50.45319,16.4032,-64.44702
173,-45.80383,10.25391,-63.09662
174,-44.45343,9.20258,-62.79755
175,-41.90369,7.2525,-60.99701
176,-40.10315,6.5033,-60.69641
177,-37.55341,4.55322,-60.54688
178,-38.30414,5.45349,-59.9472
179,-39.80408,7.2525,-57.39746
180,-42.50336,8.60291,-55.89752
181,-44.15436,7.10297,-54.84619
182,-46.7041,4.10309,-54.69666
183,-46.7041,4.10309,-54.69666
184,-43.55316,1.25275,-55.89752
185,-35.00366,2.15302,-59.34753
186,-37.55341,1.70288,-59.79614
187,-34.25446,9.35364,-62.49695
188,-35.75439,9.95331,-63.09662
189,-33.05359,9.20258,-64.59656
190,-33.05359,9.20258,-64.59656
191,-34.70306,7.10297,-66.39709
192,-32.75299,5.45349,-67.7475
193,-34.25446,2.00348,-68.19611
194,-31.70319,3.35388,-68.19611
195,-30.50385,3.95355,-68.34717
196,-28.10364,8.45337,-68.64624
197,-31.55365,15.20386,-70.14618
198,-31.55365,15.20386,-70.14618
199,-33.35419,19.104,-71.34705
200,-33.65326,15.20386,-71.64612
201,-40.55328,7.8537,-72.84698
202,-42.05322,5.60303,-73.59619
203,-35.75439,4.55322,-76.14746
204,-35.90393,4.70276,-80.04608
205,-37.10327,5.60303,-86.1969
206,-40.55328,5.30396,-88.74664
207,-50.15411,-13.59711,-89.79645
208,-49.10431,-15.39612,-89.79645
209,-46.10443,-18.69659,-89.94751
210,-46.10443,-18.69659,-89.94751
211,-34.25446,-21.3974,-89.04724
212,-33.65326,-20.49713,-87.69684
213,-30.80444,-19.29626,-84.8465
214,-30.50385,-16.59698,-83.19702
215,-28.85437,-13.44604,-79.44641
216,-30.80444,-6.24695,-77.0462
217,-30.05371,-5.49622,-75.54626
218,-31.55365,-3.24707,-74.64752
219,-35.75439,-0.9964,-72.39685
220,-35.75439,-0.9964,-72.39685
221,-34.70306,13.40332,-74.64752
222,-34.70306,13.40332,-74.64752
223,-34.70306,13.40332,-74.64752
224,-37.10327,18.80341,-74.34692
225,-38.30414,13.25378,-71.79718
226,-38.30414,13.25378,-71.79718
227,-28.85437,22.25342,-73.14606
228,-26.9043,20.75348,-74.49646
229,-30.95398,25.55389,-76.44653
230,-29.15344,25.55389,-76.89667
231,-28.55377,24.80316,-76.89667
232,-30.95398,25.55389,-76.44653
233,-33.35419,21.20361,-72.39685
234,-31.70319,21.80328,-70.74738
235,-34.10339,19.85321,-69.39697
236,-35.75439,18.35327,-68.34717
237,-39.65302,17.7536,-66.84723
238,-36.65314,15.0528,-66.24756
239,-36.65314,15.0528,-66.24756
240,-37.25433,12.50305,-65.19623
241,-34.85413,11.15265,-63.99689
242,-34.85413,11.15265,-63.99689
243,-29.90417,5.00336,-66.0965
244,-29.30298,4.40369,-66.99677
245,-24.80316,2.60315,-68.94684
246,-23.75336,6.2027,-70.74738
247,-23.75336,6.2027,-70.74738
248,-23.75336,9.35364,-69.99664
249,-42.65442,26.90277,-67.59644
250,-44.60449,21.80328,-65.94696
251,-41.45355,23.15369,-65.94696
252,-43.25409,21.05255,-67.4469
253,-35.90393,21.05255,-69.69757
254,-36.8042,15.50293,-74.34692
255,-36.8042,15.50293,-74.34692
256,-36.8042,15.50293,-74.34692
257,-30.80444,10.85358,-71.04645
258,-27.6535,7.5531,-70.74738
259,-22.70355,17.90314,-65.49683
260,-27.20337,23.90289,-63.24615
261,-43.85376,0.20294,-60.99701
262,-43.85376,0.20294,-60.99701
263,-38.60321,-2.79694,-62.04681
264,-33.35419,5.60303,-62.34741
265,-36.8042,7.8537,-62.79755
266,-40.40375,11.45325,-63.99689
267,-44.45343,13.10272,-64.89716
268,-38.00354,10.10284,-65.19623
269,-47.60437,18.05267,-65.64636
270,-47.60437,18.05267,-65.64636
271,-51.50299,16.85333,-64.44702
272,-49.85352,18.20374,-63.99689
273,-47.45331,17.15393,-63.99689
274,-49.70398,19.104,-64.89716
275,-49.70398,19.104,-64.89716
276,-46.4035,20.00275,-64.44702
277,-49.10431,22.40295,-62.49695
278,-47.75391,25.2533,-62.19635
279,-47.75391,25.2533,-62.19635
280,-49.25385,25.85297,-62.04681
281,-53.15399,20.90302,-61.59668
282,-49.85352,16.4032,-62.19635
283,-49.85352,16.4032,-62.19635
284,-43.70422,15.95306,-64.59656
285,-45.20416,16.7038,-65.64636
286,-41.00342,16.7038,-67.1463
287,-44.60449,23.60382,-68.19611
288,-44.60449,23.60382,-68.19611
289,-42.20428,17.453,-67.4469
290,-47.90344,28.70331,-64.89716
291,-51.20392,31.25305,-63.69629
292,-51.20392,31.25305,-63.69629
293,-47.00317,29.15344,-65.19623
294,-46.4035,27.80304,-67.7475
295,-46.7041,20.75348,-70.29724
296,-47.60437,18.35327,-70.89691
297,-46.55304,21.20361,-70.89691
298,-47.60437,18.35327,-70.89691
299,-49.25385,15.95306,-66.0965
300,-46.10443,19.104,-60.84747
301,-46.10443,24.80316,-53.04718
302,-43.10303,27.6535,-49.7467
303,-32.30438,35.00366,-48.24677
304,-32.30438,35.00366,-48.24677
305,-36.8042,34.40399,-53.34625
306,-37.854,38.90381,-58.2962
307,-41.90369,35.90393,-62.19635
308,-43.85376,36.203,-63.99689
309,-46.10443,31.85272,-66.39709
310,-46.85364,32.60345,-66.39709
311,-46.10443,31.85272,-66.39709
312,-45.50323,27.6535,-64.14642
313,-46.55304,24.35303,-61.59668
314,-40.10315,19.70367,-59.9472
315,-38.30414,15.35339,-59.49707
316,-36.8042,13.40332,-59.34753
317,-36.8042,13.40332,-59.34753
318,-30.05371,17.453,-59.49707
319,-32.30438,20.15381,-61.29608
320,-34.55353,24.65363,-65.19623
321,-38.90381,21.65375,-66.0965
322,-40.55328,20.45288,-69.39697
323,-41.60309,19.40308,-69.84711
324,-43.40363,16.25366,-72.39685
325,-44.15436,13.85345,-72.39685
326,-46.10443,3.95355,-71.64612
327,-44.30389,4.10309,-69.24744
