types,name,longitude,latitude
station,Dongcheon,127.102792325,37.33697315
path,none,127.102823175,37.3381908
path,none,127.10282767500001,37.33878095
path,none,127.10283295,37.339104525
path,none,127.102801775,37.339108825000004
path,none,127.102804125,37.33916455
path,none,127.10282165,37.339361024999995
path,none,127.10285959999999,37.339624125
path,none,127.1029167,37.3400414
path,none,127.10291627499998,37.3404125
path,none,127.102944925,37.340716799999996
path,none,127.1029361,37.34095107500001
path,none,127.10294705,37.341083624999996
path,none,127.102963525,37.34122205
path,none,127.10299229999998,37.341300274999995
path,none,127.10302924999999,37.341378025
path,none,127.10309212499999,37.341467425
path,none,127.103161325,37.34155525
path,none,127.10324792499999,37.341656825
path,none,127.103390675,37.34178865
path,none,127.10347887500001,37.341893925
path,none,127.10361075,37.342003524999996
path,none,127.103730325,37.3421098
path,none,127.1038101,37.342167475
path,none,127.103958375,37.342244074999996
path,none,127.10409185,37.34232795
path,none,127.10420232499999,37.342375675
path,none,127.104304275,37.342424525
path,none,127.10440310000001,37.34245995
path,none,127.1045187,37.34249407499999
path,none,127.1047877,37.342558925
path,none,127.10509207499999,37.342646175
path,none,127.105447175,37.342730124999996
path,none,127.1058412,37.3428259
path,none,127.10608217500001,37.342883799999996
path,none,127.10646379999999,37.342988975
path,none,127.10679689999999,37.343102974999994
path,none,127.107091725,37.343221175
path,none,127.10739774999999,37.343344275
path,none,127.10758895,37.3434588
path,none,127.10772424999999,37.34354145
path,none,127.107890675,37.343650025
path,none,127.108052825,37.343793399999996
path,none,127.108187,37.343901925
path,none,127.1083501,37.34406785
path,none,127.10845342500001,37.344209199999995
path,none,127.1085671,37.344372424999996
path,none,127.108661625,37.3445119
path,none,127.108732675,37.344641374999995
path,none,127.10878155,37.344750149999996
path,none,127.10881692500001,37.34483215
path,none,127.108841025,37.34498265
path,none,127.10886902499999,37.3451036
path,none,127.10889499999999,37.34528765
path,none,127.10890665000001,37.345499624999995
path,none,127.10893005,37.34564755
path,none,127.10892115,37.34589135
path,none,127.10891699999999,37.346354025000004
path,none,127.1089236,37.34676015
path,none,127.10890035,37.34743175
path,none,127.10889097500001,37.348333724999996
path,none,127.1089,37.34893785
path,none,127.10889470000001,37.349568325
station,Migeum,127.10890450000001,37.3499539
