types,name,longitude,latitude
station,Migeum,127.10890450000001,37.3499539
path,none,127.108898275,37.35012605
path,none,127.108907225,37.350382849999995
path,none,127.108889325,37.350686849999995
path,none,127.1088634,37.3509797
path,none,127.10884284999999,37.35123285
path,none,127.1088656,37.351472
path,none,127.1088732,37.3517214
path,none,127.10887530000001,37.3519542
path,none,127.10886637499999,37.35220725
path,none,127.108822375,37.352475150000004
path,none,127.1088671,37.35262385
path,none,127.1088631,37.352878025
path,none,127.10889375,37.353089675
path,none,127.108932775,37.353226475
path,none,127.1088791,37.353504475
path,none,127.10887215,37.353738424999996
path,none,127.10884042500001,37.354198024999995
path,none,127.1087841,37.354654275
path,none,127.1087771,37.355004775
path,none,127.10875475,37.3556157
path,none,127.1087412,37.356257525000004
path,none,127.10869947500001,37.357266175
path,none,127.10864325,37.358659575000004
path,none,127.108594525,37.360407824999996
path,none,127.10853614999999,37.362361875
path,none,127.10848744999998,37.364089750000005
path,none,127.108449525,37.365710675
station,Jeongja,127.10842434999999,37.366785475
