idx,x,y,z
0,-0.04731,-0.07859,0.02848
1,0.01255,0.06008,0.01993
2,-0.02715,0.00754,-0.0155
3,-0.04609,0.00877,0.01565
4,-0.007,-0.01139,-0.0094
5,0.03393,0.02098,0.00221
6,0.02904,-0.00956,-0.00084
7,-0.007,-0.00345,0.00954
8,0.01377,0.03259,-0.021
9,0.01072,0.03015,-0.00817
10,0.01133,0.00938,-0.02467
11,0.00766,0.00999,-0.03078
12,-0.02288,0.00327,-0.021
13,0.01072,-0.05232,-0.02955
14,0.05409,0.02343,-0.0094
15,0.00889,-0.0401,-0.00756
16,-0.00089,0.01182,0.01382
17,-0.00333,-0.01811,-0.00878
18,-0.01005,0.0106,-0.01611
19,-0.02288,0.03442,-0.01306
20,-0.03754,0.00999,-0.00329
21,-0.02227,0.02098,-0.01367
22,-0.0241,0.04664,-0.0094
23,0.01133,-0.0004,-0.01001
24,0.05348,-0.00651,-0.02222
25,0.17321,-0.03399,-0.01917
26,-0.0412,-0.21114,-0.00878
27,0.0211,-0.09813,0.03337
28,-0.00883,0.09856,0.0187
29,-0.0412,-0.0682,0.04742
30,-0.04609,-0.07126,0.02237
31,-0.08091,-0.11585,-0.06132
32,-0.0186,0.06558,-0.13218
33,-0.03571,0.15843,-0.04421
34,-0.08335,-0.03949,0.0297
35,0.07914,-0.012,0.0297
36,0.11579,0.06069,0.0242
37,-0.03754,0.05641,0.0578
38,-0.02654,0.03992,0.04803
39,-0.04609,0.08879,0.09201
40,-0.02715,-0.0511,0.02604
41,0.03454,0.08696,0.02787
42,0.03271,-0.04316,0.03947
43,0.03576,-0.00406,0.01382
44,-0.01921,0.04481,-0.03016
45,-0.03571,0.12239,-0.05093
46,0.00033,-0.03827,-0.08087
47,0.07852,-0.03033,-0.0265
48,-0.0467,0.02098,-0.0546
49,-0.01555,-0.05232,-0.06193
50,0.03271,-0.0627,-0.04666
51,-0.02288,-0.06087,0.02176
52,-0.01066,-0.02727,0.02848
53,0.00889,-0.05599,-0.01306
54,0.01377,0.04481,-0.0155
55,-0.00577,0.04725,-0.03811
56,-0.00028,-0.04621,-0.00268
57,0.0211,-0.04071,-0.02589
